route_id,bus_number,scheduled_arrival,actual_arrival,delay_minutes,distance_km,weekday,weather,region
R027,DL3290,09:29,09:36,7.1,26.4,Friday,Foggy,Saket
R039,DL8959,08:08,08:32,24.7,25.8,Sunday,Cloudy,Saket
R012,DL7099,16:02,16:00,-1.2,15.5,Wednesday,Sunny,Connaught Place
R042,DL8229,15:51,15:47,-3.8,17.6,Thursday,Sunny,Rajouri Garden
R013,DL9584,06:15,06:25,10.7,18.3,Friday,Sunny,Dwarka
R002,DL7590,12:13,12:23,11.0,19.5,Sunday,Sunny,Connaught Place
R022,DL9400,15:53,16:06,13.2,24.5,Saturday,Sunny,Rohini
R019,DL1810,12:41,12:36,-5.0,15.2,Tuesday,Cloudy,Dwarka
R042,DL4235,14:20,14:31,11.7,26.9,Saturday,Cloudy,Lajpat Nagar
R048,DL8993,14:54,14:49,-5.0,14.4,Sunday,Sunny,Lajpat Nagar
R037,DL3367,11:08,11:10,2.2,18.4,Wednesday,Cloudy,Rohini
R019,DL4330,14:56,14:51,-5.0,18.7,Friday,Rainy,Saket
R001,DL7210,13:00,12:57,-2.7,28.7,Friday,Cloudy,Karol Bagh
R010,DL8823,16:19,16:38,19.3,5.2,Monday,Rainy,Lajpat Nagar
R047,DL2949,17:29,17:25,-4.0,5.2,Wednesday,Cloudy,Lajpat Nagar
R005,DL7150,06:49,06:44,-5.0,5.6,Saturday,Cloudy,Noida Sector 18
R031,DL5651,13:49,13:59,10.1,22.2,Saturday,Cloudy,Connaught Place
R033,DL6382,12:31,12:26,-5.0,12.5,Saturday,Sunny,Noida Sector 18
R006,DL2050,08:39,08:34,-5.0,9.2,Monday,Sunny,Rajouri Garden
R014,DL8229,15:52,15:52,0.1,18.4,Monday,Sunny,Saket
R026,DL7682,15:41,15:36,-5.0,10.0,Tuesday,Sunny,Lajpat Nagar
R036,DL9180,17:32,17:37,5.3,21.8,Saturday,Sunny,Saket
R015,DL6731,12:37,12:41,4.2,23.8,Saturday,Rainy,Rajouri Garden
R035,DL6039,13:26,13:21,-4.9,6.8,Wednesday,Sunny,Saket
R023,DL2964,09:03,09:10,7.0,20.0,Thursday,Cloudy,Rohini
R008,DL8318,11:20,11:15,-5.0,17.9,Tuesday,Foggy,Rajouri Garden
R003,DL1718,11:03,11:30,27.1,28.1,Thursday,Sunny,Lajpat Nagar
R001,DL9818,16:36,16:54,18.1,15.0,Friday,Sunny,Lajpat Nagar
R017,DL6031,11:26,11:23,-2.3,28.7,Saturday,Sunny,Karol Bagh
R028,DL4161,17:23,17:37,14.4,26.1,Wednesday,Rainy,Noida Sector 18
R021,DL1868,12:51,13:00,9.0,15.8,Sunday,Rainy,Saket
R023,DL7148,14:05,14:14,9.1,9.7,Wednesday,Sunny,Karol Bagh
R039,DL3207,15:50,15:45,-5.0,22.5,Wednesday,Cloudy,Rajouri Garden
R014,DL2504,10:37,10:32,-5.0,12.4,Sunday,Sunny,Connaught Place
R012,DL2860,14:50,14:46,-3.2,23.1,Thursday,Sunny,Lajpat Nagar
R036,DL6693,08:56,09:06,10.4,7.6,Wednesday,Sunny,Dwarka
R021,DL2722,08:52,08:52,0.3,10.9,Friday,Sunny,Lajpat Nagar
R038,DL2625,16:51,16:46,-5.0,6.1,Tuesday,Cloudy,Noida Sector 18
R023,DL7195,15:46,15:41,-4.7,29.3,Tuesday,Rainy,Saket
R043,DL6126,07:48,08:04,16.8,13.0,Monday,Foggy,Dwarka
R044,DL7198,11:02,10:57,-5.0,16.2,Saturday,Rainy,Dwarka
R007,DL7768,14:28,14:36,8.6,9.7,Sunday,Foggy,Noida Sector 18
R029,DL6039,13:38,13:36,-1.9,26.5,Monday,Sunny,Rajouri Garden
R031,DL8790,12:34,12:29,-5.0,26.8,Thursday,Sunny,Noida Sector 18
R043,DL1801,07:42,07:59,17.9,21.6,Wednesday,Rainy,Saket
R024,DL5393,09:53,09:48,-5.0,5.5,Monday,Sunny,Rohini
R020,DL2482,13:14,13:32,18.7,23.4,Monday,Cloudy,Rohini
R005,DL7880,11:14,11:18,4.4,28.9,Wednesday,Rainy,Dwarka
R026,DL6992,06:07,06:12,5.3,28.1,Sunday,Sunny,Karol Bagh
R003,DL6614,07:31,07:44,13.9,14.0,Monday,Rainy,Rajouri Garden
R016,DL3498,09:34,09:46,12.0,16.6,Thursday,Rainy,Dwarka
R033,DL3838,11:35,11:43,8.5,10.2,Tuesday,Sunny,Rohini
R005,DL1092,09:02,09:03,1.4,28.0,Sunday,Cloudy,Karol Bagh
R022,DL7985,10:33,10:44,11.2,7.6,Saturday,Sunny,Rohini
R044,DL4599,06:30,06:43,13.3,7.8,Sunday,Sunny,Saket
R036,DL5615,14:00,13:55,-5.0,25.1,Friday,Sunny,Rohini
R002,DL7673,08:50,08:55,5.2,27.5,Wednesday,Sunny,Dwarka
R037,DL6638,09:03,08:58,-5.0,6.1,Friday,Foggy,Lajpat Nagar
R005,DL9854,11:19,11:28,9.9,13.7,Wednesday,Sunny,Rajouri Garden
R025,DL8310,13:24,13:19,-5.0,16.6,Wednesday,Cloudy,Karol Bagh
R021,DL2560,15:39,15:49,10.6,17.4,Monday,Sunny,Saket
R024,DL2422,10:33,10:37,4.1,10.4,Monday,Sunny,Dwarka
R033,DL7723,10:04,10:12,9.0,17.9,Tuesday,Rainy,Connaught Place
R015,DL9227,08:34,08:55,21.5,28.2,Friday,Cloudy,Lajpat Nagar
R042,DL9318,11:00,10:56,-3.7,14.4,Sunday,Rainy,Rajouri Garden
R031,DL9201,12:15,12:19,4.2,20.2,Monday,Cloudy,Dwarka
R036,DL1766,15:43,15:49,6.6,12.2,Sunday,Foggy,Saket
R004,DL2890,16:10,16:05,-5.0,18.3,Sunday,Cloudy,Dwarka
R041,DL4084,15:15,15:29,14.2,6.9,Monday,Cloudy,Dwarka
R035,DL2004,06:17,06:36,19.8,9.7,Monday,Rainy,Connaught Place
R026,DL2786,13:53,14:00,7.4,16.7,Monday,Rainy,Noida Sector 18
R014,DL9823,16:11,16:33,22.8,14.9,Saturday,Cloudy,Noida Sector 18
R013,DL7254,09:25,09:36,11.1,13.1,Thursday,Sunny,Lajpat Nagar
R045,DL6958,14:21,14:27,6.5,21.8,Thursday,Sunny,Noida Sector 18
R003,DL6111,13:09,13:23,14.8,6.9,Thursday,Cloudy,Rohini
R050,DL4231,15:05,15:09,4.0,7.4,Thursday,Cloudy,Karol Bagh
R018,DL7341,15:14,15:17,3.1,29.7,Sunday,Sunny,Karol Bagh
R040,DL7205,08:14,08:24,10.9,26.1,Friday,Sunny,Lajpat Nagar
R025,DL8474,06:49,07:14,25.3,15.5,Wednesday,Cloudy,Rajouri Garden
R015,DL7342,14:43,14:39,-3.9,24.4,Thursday,Cloudy,Karol Bagh
R008,DL4600,15:18,15:13,-5.0,5.8,Friday,Sunny,Dwarka
R039,DL1521,17:42,17:50,8.7,13.6,Wednesday,Sunny,Connaught Place
R029,DL3157,15:16,15:11,-5.0,13.7,Thursday,Foggy,Noida Sector 18
R007,DL6388,06:49,06:50,1.2,7.7,Tuesday,Rainy,Connaught Place
R013,DL2410,06:17,06:21,4.7,8.6,Wednesday,Cloudy,Rajouri Garden
R007,DL5142,13:17,13:16,-0.2,28.9,Monday,Cloudy,Connaught Place
R003,DL2797,06:22,06:40,18.9,7.9,Wednesday,Foggy,Saket
R015,DL9738,13:32,13:50,18.2,25.7,Sunday,Sunny,Lajpat Nagar
R022,DL9265,14:48,15:12,24.3,7.7,Sunday,Sunny,Connaught Place
R011,DL3220,08:20,08:25,5.5,19.7,Tuesday,Cloudy,Noida Sector 18
R050,DL5426,12:28,12:35,7.1,25.8,Sunday,Sunny,Rajouri Garden
R016,DL3397,14:07,14:07,0.3,18.4,Thursday,Foggy,Rajouri Garden
R050,DL4649,13:43,13:59,16.5,14.5,Wednesday,Cloudy,Rohini
R028,DL5554,11:04,10:59,-5.0,27.3,Friday,Cloudy,Connaught Place
R045,DL6427,07:30,07:31,1.4,17.4,Thursday,Cloudy,Rajouri Garden
R014,DL4758,14:00,14:16,16.9,7.6,Monday,Sunny,Lajpat Nagar
R022,DL1475,11:56,11:59,3.6,6.5,Tuesday,Cloudy,Lajpat Nagar
R029,DL3151,17:12,17:11,-0.3,13.4,Wednesday,Sunny,Karol Bagh
R015,DL7621,15:33,15:30,-2.2,22.9,Sunday,Sunny,Rajouri Garden
R018,DL6760,10:52,10:48,-4.0,18.7,Saturday,Sunny,Karol Bagh
R019,DL8500,11:24,11:23,-0.1,8.6,Thursday,Sunny,Connaught Place
R003,DL7162,14:50,14:59,9.9,15.2,Friday,Sunny,Noida Sector 18
R049,DL4200,06:31,06:36,5.5,13.9,Thursday,Sunny,Dwarka
R048,DL3150,07:01,07:20,19.7,8.2,Tuesday,Rainy,Lajpat Nagar
R017,DL1855,12:21,12:16,-5.0,23.5,Monday,Sunny,Saket
R021,DL6676,06:15,06:13,-1.5,14.4,Saturday,Cloudy,Rohini
R028,DL4232,13:28,13:23,-5.0,17.4,Sunday,Sunny,Lajpat Nagar
R019,DL9746,11:41,11:38,-2.4,15.0,Saturday,Sunny,Rohini
R021,DL6693,11:33,11:31,-1.1,5.5,Thursday,Sunny,Karol Bagh
R029,DL3437,13:01,13:11,10.1,6.1,Sunday,Sunny,Karol Bagh
R001,DL4149,13:56,14:07,11.4,21.3,Saturday,Sunny,Connaught Place
R023,DL4183,11:08,11:18,10.6,17.3,Saturday,Cloudy,Connaught Place
R012,DL2568,12:14,12:27,13.9,10.1,Monday,Cloudy,Rajouri Garden
R004,DL8523,14:21,14:36,15.6,11.2,Wednesday,Rainy,Saket
R050,DL6305,15:03,15:12,9.2,27.6,Wednesday,Sunny,Saket
R001,DL7204,07:22,07:35,13.1,28.5,Friday,Cloudy,Noida Sector 18
R022,DL5163,15:44,15:46,2.5,23.1,Thursday,Sunny,Rajouri Garden
R038,DL6733,07:17,07:12,-5.0,6.8,Wednesday,Cloudy,Saket
R018,DL8237,10:10,10:08,-1.7,14.7,Monday,Sunny,Dwarka
R041,DL9937,06:19,06:38,19.3,13.3,Wednesday,Rainy,Dwarka
R011,DL5678,09:32,09:27,-5.0,19.9,Tuesday,Rainy,Dwarka
R028,DL9688,14:15,14:16,1.4,22.4,Wednesday,Cloudy,Saket
R011,DL9888,16:12,16:07,-5.0,7.6,Thursday,Sunny,Karol Bagh
R015,DL4406,07:41,07:55,14.6,10.0,Tuesday,Sunny,Karol Bagh
R002,DL3784,17:12,17:16,4.6,28.4,Wednesday,Cloudy,Rohini
R043,DL7498,16:07,16:08,1.6,5.5,Wednesday,Sunny,Connaught Place
R012,DL8889,11:43,11:38,-5.0,17.1,Saturday,Rainy,Saket
R027,DL2539,11:14,11:19,5.1,8.3,Thursday,Cloudy,Karol Bagh
R028,DL3343,10:20,10:35,16.0,14.4,Tuesday,Rainy,Karol Bagh
R002,DL6324,06:23,06:34,11.7,18.3,Sunday,Cloudy,Noida Sector 18
R023,DL8876,13:44,13:42,-1.4,19.7,Saturday,Cloudy,Noida Sector 18
R023,DL4978,09:27,09:22,-4.1,9.0,Wednesday,Rainy,Rajouri Garden
R048,DL6514,17:43,17:49,6.1,11.2,Sunday,Sunny,Saket
R020,DL2860,08:28,08:23,-5.0,19.1,Monday,Sunny,Noida Sector 18
R033,DL7577,14:10,14:20,10.3,28.6,Sunday,Sunny,Saket
R032,DL4869,07:41,07:36,-5.0,25.4,Thursday,Rainy,Dwarka
R044,DL9139,13:21,13:17,-3.6,19.0,Sunday,Rainy,Karol Bagh
R006,DL3522,11:34,11:30,-3.9,6.0,Friday,Foggy,Noida Sector 18
R048,DL5499,07:09,07:21,12.1,12.6,Friday,Sunny,Noida Sector 18
R024,DL5322,16:00,15:55,-4.7,24.6,Thursday,Rainy,Rajouri Garden
R012,DL8786,11:38,11:34,-3.7,16.4,Wednesday,Rainy,Karol Bagh
R009,DL8327,09:19,09:39,20.4,9.0,Friday,Sunny,Noida Sector 18
R022,DL9727,15:53,16:04,11.0,15.0,Saturday,Sunny,Karol Bagh
R029,DL7469,11:25,11:31,6.1,6.7,Thursday,Cloudy,Noida Sector 18
R036,DL9993,16:11,16:17,6.0,17.7,Friday,Sunny,Saket
R013,DL8480,16:54,16:49,-5.0,5.6,Sunday,Sunny,Saket
R005,DL9596,14:32,14:39,7.2,12.8,Thursday,Cloudy,Lajpat Nagar
R042,DL5410,09:03,09:20,18.0,16.3,Sunday,Rainy,Connaught Place
R031,DL6830,10:18,10:14,-3.7,12.1,Wednesday,Sunny,Lajpat Nagar
R036,DL6532,13:31,13:26,-5.0,25.9,Friday,Sunny,Rohini
R009,DL6184,14:07,14:02,-5.0,29.2,Monday,Sunny,Rohini
R010,DL2247,15:16,15:11,-5.0,26.2,Wednesday,Cloudy,Rajouri Garden
R030,DL4435,14:40,14:35,-5.0,15.7,Tuesday,Sunny,Rajouri Garden
R042,DL2663,10:56,11:03,7.9,23.6,Thursday,Sunny,Rohini
R045,DL9324,17:46,17:56,10.7,18.3,Friday,Rainy,Lajpat Nagar
R044,DL5525,14:14,14:25,11.3,10.4,Sunday,Rainy,Rohini
R033,DL4708,16:04,16:03,-0.7,22.9,Wednesday,Cloudy,Lajpat Nagar
R016,DL9940,17:49,18:05,16.2,9.3,Sunday,Sunny,Dwarka
R003,DL7274,08:41,08:36,-5.0,5.1,Sunday,Sunny,Lajpat Nagar
R012,DL3681,08:53,08:51,-1.8,18.9,Sunday,Rainy,Karol Bagh
R029,DL4674,07:59,07:59,0.8,9.7,Thursday,Cloudy,Lajpat Nagar
R021,DL7912,11:22,11:33,11.3,10.7,Wednesday,Cloudy,Saket
R004,DL3621,17:10,17:05,-5.0,17.0,Friday,Cloudy,Rajouri Garden
R050,DL3483,07:09,07:13,4.9,11.8,Thursday,Rainy,Rohini
R049,DL9198,16:09,16:23,14.4,9.2,Friday,Rainy,Rohini
R034,DL9578,18:00,18:12,12.6,16.6,Sunday,Sunny,Karol Bagh
R025,DL3209,08:51,08:49,-1.4,22.9,Wednesday,Cloudy,Saket
R004,DL3138,07:23,07:32,9.2,29.2,Saturday,Sunny,Saket
R045,DL4781,07:03,07:02,-0.6,25.5,Wednesday,Cloudy,Rajouri Garden
R048,DL9054,11:23,11:22,-0.3,8.1,Monday,Cloudy,Karol Bagh
R042,DL3602,12:13,12:15,3.0,8.5,Sunday,Cloudy,Karol Bagh
R022,DL3675,11:11,11:32,21.5,24.6,Friday,Cloudy,Noida Sector 18
R002,DL4332,06:09,06:30,21.1,23.7,Sunday,Sunny,Dwarka
R030,DL3424,09:21,09:35,14.0,5.5,Thursday,Sunny,Connaught Place
R023,DL2344,14:28,14:23,-5.0,12.8,Saturday,Sunny,Rajouri Garden
R007,DL2545,06:49,07:02,13.9,22.2,Tuesday,Rainy,Saket
R034,DL6138,10:43,10:46,3.0,24.8,Wednesday,Rainy,Lajpat Nagar
R008,DL5595,10:37,10:47,10.5,7.7,Saturday,Sunny,Noida Sector 18
R026,DL6870,08:55,08:52,-2.3,17.3,Monday,Sunny,Lajpat Nagar
R013,DL6774,16:57,17:09,12.0,11.7,Wednesday,Sunny,Saket
R001,DL2661,07:38,07:50,12.5,11.1,Saturday,Sunny,Lajpat Nagar
R025,DL8428,09:31,09:37,6.3,8.7,Wednesday,Cloudy,Saket
R013,DL7480,13:08,13:18,10.8,29.3,Friday,Cloudy,Dwarka
R045,DL7315,15:46,15:41,-5.0,24.0,Wednesday,Cloudy,Karol Bagh
R040,DL4335,16:58,17:08,10.5,29.7,Tuesday,Cloudy,Saket
R015,DL5195,16:37,16:35,-1.6,13.5,Monday,Sunny,Noida Sector 18
R014,DL5123,17:36,17:54,18.6,9.4,Sunday,Sunny,Saket
R025,DL6359,10:00,10:01,1.4,16.6,Tuesday,Sunny,Dwarka
R018,DL8868,07:59,07:54,-5.0,18.4,Saturday,Sunny,Rajouri Garden
R024,DL1393,15:31,15:49,18.2,14.8,Friday,Sunny,Karol Bagh
R011,DL1054,17:10,17:15,5.7,22.4,Tuesday,Sunny,Lajpat Nagar
R034,DL5043,13:14,13:26,12.1,24.2,Friday,Sunny,Noida Sector 18
R050,DL7175,08:47,08:52,5.1,7.2,Thursday,Sunny,Lajpat Nagar
R014,DL7818,17:50,17:45,-5.0,5.5,Wednesday,Rainy,Lajpat Nagar
R004,DL7730,15:01,15:02,1.6,11.3,Monday,Sunny,Rohini
R047,DL9696,11:42,11:47,5.1,11.6,Saturday,Sunny,Saket
R004,DL8387,12:25,12:37,12.5,17.9,Tuesday,Sunny,Karol Bagh
R032,DL2494,15:40,15:46,6.3,21.1,Sunday,Rainy,Rajouri Garden
R038,DL6184,07:34,07:35,1.5,15.4,Wednesday,Rainy,Rohini
R050,DL5344,16:13,16:15,2.2,21.9,Monday,Cloudy,Dwarka
R037,DL9208,09:29,09:40,11.8,19.0,Friday,Sunny,Rajouri Garden
R050,DL2005,10:34,10:47,13.3,20.6,Friday,Cloudy,Dwarka
R019,DL9237,10:12,10:07,-5.0,29.7,Saturday,Sunny,Lajpat Nagar
R046,DL7283,14:56,15:01,5.9,25.7,Tuesday,Sunny,Karol Bagh
R006,DL5919,10:33,10:45,13.0,11.3,Wednesday,Sunny,Rohini
R016,DL9091,17:04,17:25,21.3,16.5,Wednesday,Foggy,Connaught Place
R040,DL2259,11:42,12:00,18.0,14.1,Monday,Cloudy,Lajpat Nagar
R005,DL2374,11:02,10:57,-5.0,23.8,Tuesday,Sunny,Rohini
R036,DL5039,10:46,10:50,4.7,22.0,Tuesday,Sunny,Dwarka
R010,DL6471,16:53,16:48,-5.0,24.8,Tuesday,Sunny,Lajpat Nagar
R048,DL9040,07:58,08:18,20.4,16.9,Thursday,Sunny,Lajpat Nagar
R018,DL9752,09:54,10:01,7.1,21.5,Tuesday,Cloudy,Saket
R024,DL8604,17:23,17:36,13.2,15.2,Wednesday,Rainy,Dwarka
R024,DL7472,16:15,16:10,-4.1,25.3,Wednesday,Rainy,Connaught Place
R015,DL5244,16:41,16:39,-1.4,26.5,Wednesday,Rainy,Saket
R015,DL3767,13:20,13:28,8.5,15.2,Wednesday,Rainy,Rohini
R024,DL2431,14:30,14:47,17.1,26.2,Thursday,Sunny,Noida Sector 18
R002,DL4861,11:46,11:41,-5.0,17.6,Saturday,Sunny,Noida Sector 18
R021,DL2606,12:51,13:06,15.7,21.1,Sunday,Sunny,Rohini
R034,DL2925,06:14,06:21,7.2,17.0,Thursday,Sunny,Connaught Place
R040,DL5336,10:28,10:23,-5.0,7.0,Wednesday,Sunny,Karol Bagh
R005,DL8482,14:59,15:10,11.9,8.9,Tuesday,Sunny,Dwarka
R039,DL5447,13:14,13:26,12.5,26.2,Saturday,Sunny,Dwarka
R023,DL4932,10:42,10:47,5.4,25.2,Monday,Cloudy,Dwarka
R007,DL7265,16:13,16:12,-0.5,22.3,Tuesday,Rainy,Saket
R049,DL1152,07:49,07:45,-3.4,17.9,Monday,Cloudy,Rajouri Garden
R033,DL7297,11:33,11:42,9.5,11.6,Wednesday,Sunny,Connaught Place
R033,DL9940,13:51,13:46,-5.0,7.2,Sunday,Sunny,Rajouri Garden
R037,DL9214,14:18,14:37,19.2,6.5,Wednesday,Sunny,Lajpat Nagar
R035,DL7854,14:27,14:23,-3.2,18.9,Wednesday,Rainy,Noida Sector 18
R045,DL6345,14:06,14:01,-5.0,15.6,Monday,Rainy,Karol Bagh
R023,DL9260,13:26,13:40,14.6,28.4,Saturday,Rainy,Saket
R014,DL3738,07:08,07:20,12.2,6.4,Friday,Sunny,Karol Bagh
R041,DL3355,12:47,12:55,8.2,25.1,Sunday,Sunny,Rajouri Garden
R036,DL5610,11:10,11:25,15.5,9.6,Friday,Sunny,Dwarka
R042,DL8614,08:23,08:18,-4.9,7.1,Saturday,Sunny,Connaught Place
R022,DL1746,10:44,10:58,14.8,25.3,Monday,Rainy,Saket
R040,DL4827,10:08,10:22,14.3,7.5,Wednesday,Cloudy,Connaught Place
R043,DL8840,07:26,07:40,14.4,22.9,Sunday,Sunny,Rohini
R045,DL6424,06:43,06:53,10.1,6.0,Sunday,Sunny,Karol Bagh
R033,DL6364,08:04,07:59,-5.0,5.6,Wednesday,Sunny,Saket
R004,DL7499,14:27,14:28,1.3,19.0,Tuesday,Sunny,Rajouri Garden
R040,DL5677,17:22,17:37,15.9,27.9,Tuesday,Rainy,Saket
R017,DL9204,10:18,10:19,1.6,5.0,Friday,Sunny,Connaught Place
R002,DL9559,12:23,12:18,-5.0,9.2,Sunday,Cloudy,Rohini
R019,DL6118,10:59,11:25,26.9,28.5,Monday,Cloudy,Saket
R013,DL1477,11:20,11:15,-5.0,8.1,Wednesday,Sunny,Connaught Place
R022,DL4686,09:17,09:17,0.0,26.7,Wednesday,Rainy,Rajouri Garden
R010,DL4271,17:41,17:52,11.5,20.1,Thursday,Sunny,Rajouri Garden
R019,DL4148,11:28,11:56,28.1,7.3,Saturday,Sunny,Noida Sector 18
R029,DL3987,07:38,07:40,2.8,16.1,Friday,Sunny,Lajpat Nagar
R034,DL9663,13:56,13:57,1.8,5.1,Monday,Sunny,Rajouri Garden
R033,DL3869,08:15,08:19,4.3,12.6,Sunday,Sunny,Rohini
R048,DL4462,16:24,16:19,-4.8,21.9,Monday,Sunny,Karol Bagh
R002,DL3856,15:05,15:00,-5.0,26.9,Sunday,Sunny,Connaught Place
R009,DL6685,07:08,07:22,14.7,11.3,Thursday,Cloudy,Karol Bagh
R039,DL6918,09:38,09:43,5.9,13.3,Saturday,Foggy,Saket
R037,DL2490,17:29,17:24,-5.0,16.0,Tuesday,Cloudy,Dwarka
R032,DL1086,15:42,15:37,-5.0,17.8,Thursday,Sunny,Rajouri Garden
R020,DL7165,15:50,16:10,20.8,11.3,Sunday,Rainy,Rajouri Garden
R012,DL1774,11:25,11:42,17.7,9.2,Tuesday,Sunny,Dwarka
R047,DL8295,10:53,10:50,-2.9,23.9,Friday,Sunny,Rajouri Garden
R026,DL8850,08:22,08:31,9.8,21.7,Sunday,Sunny,Rohini
R004,DL7186,09:34,09:29,-5.0,19.3,Friday,Sunny,Connaught Place
R020,DL8084,15:24,15:24,0.1,17.1,Tuesday,Cloudy,Dwarka
R037,DL5600,17:15,17:49,34.9,19.1,Monday,Sunny,Noida Sector 18
R005,DL5642,15:28,15:35,8.0,22.9,Monday,Sunny,Rohini
R028,DL5370,07:48,07:48,0.4,8.4,Wednesday,Cloudy,Rajouri Garden
R042,DL2266,11:44,11:48,4.1,6.7,Tuesday,Cloudy,Karol Bagh
R016,DL6283,13:07,13:05,-1.9,9.7,Friday,Sunny,Dwarka
R031,DL2253,07:48,07:43,-5.0,17.1,Monday,Sunny,Lajpat Nagar
R022,DL2267,08:22,08:40,18.0,20.1,Monday,Rainy,Dwarka
R016,DL6696,06:32,06:27,-5.0,12.8,Sunday,Sunny,Rohini
R030,DL5166,14:57,15:08,11.3,12.3,Tuesday,Rainy,Saket
R039,DL5380,10:58,11:00,2.9,5.8,Wednesday,Sunny,Lajpat Nagar
R050,DL8466,17:40,17:58,18.2,13.1,Saturday,Cloudy,Noida Sector 18
R050,DL9374,12:20,12:23,3.1,16.8,Sunday,Sunny,Lajpat Nagar
R022,DL5109,06:46,06:52,6.6,26.4,Thursday,Sunny,Rohini
R019,DL2280,08:25,08:28,3.7,27.4,Tuesday,Sunny,Rajouri Garden
R023,DL3869,08:07,08:17,10.8,10.4,Tuesday,Sunny,Lajpat Nagar
R017,DL2007,17:43,17:38,-5.0,14.3,Sunday,Cloudy,Rajouri Garden
R046,DL9158,13:49,13:48,-0.2,20.2,Monday,Sunny,Karol Bagh
R005,DL9094,07:28,07:45,17.6,16.9,Saturday,Sunny,Rohini
R034,DL4671,09:06,09:17,11.9,24.0,Friday,Sunny,Rajouri Garden
R024,DL2474,09:02,09:10,8.1,27.2,Friday,Sunny,Karol Bagh
R027,DL5712,12:52,12:58,6.6,13.3,Monday,Sunny,Noida Sector 18
R029,DL9777,15:06,15:07,1.3,17.6,Wednesday,Cloudy,Karol Bagh
R002,DL7527,09:06,09:08,2.6,11.5,Friday,Sunny,Rohini
R002,DL8536,17:28,17:36,8.0,9.4,Monday,Sunny,Rajouri Garden
R017,DL4805,15:38,15:50,12.7,21.8,Friday,Rainy,Dwarka
R033,DL2040,11:00,11:07,8.0,5.1,Friday,Cloudy,Noida Sector 18
R047,DL7922,15:36,15:48,12.4,13.6,Saturday,Sunny,Connaught Place
R026,DL9731,15:04,15:14,10.3,27.3,Friday,Cloudy,Karol Bagh
R045,DL4526,12:00,11:55,-5.0,7.5,Thursday,Rainy,Karol Bagh
R044,DL9992,08:44,08:45,1.2,28.0,Wednesday,Cloudy,Connaught Place
R034,DL7472,07:01,07:00,-0.0,19.0,Thursday,Rainy,Dwarka
R010,DL1819,15:34,15:29,-5.0,24.1,Wednesday,Sunny,Connaught Place
R033,DL3975,16:47,16:57,10.9,5.0,Thursday,Sunny,Karol Bagh
R037,DL7330,15:39,15:53,14.1,23.9,Monday,Cloudy,Saket
R049,DL9535,13:34,13:38,4.1,15.2,Friday,Cloudy,Lajpat Nagar
R049,DL9616,10:27,10:22,-5.0,18.1,Saturday,Foggy,Connaught Place
R006,DL7500,14:59,14:54,-5.0,24.4,Saturday,Sunny,Noida Sector 18
R034,DL2769,13:00,12:55,-5.0,18.2,Sunday,Rainy,Saket
R004,DL1498,14:47,14:43,-3.5,5.9,Thursday,Cloudy,Saket
R050,DL6367,10:44,10:43,-0.5,19.6,Friday,Sunny,Connaught Place
R024,DL5221,07:53,07:53,0.8,21.3,Tuesday,Foggy,Rajouri Garden
R036,DL5783,09:08,09:13,5.2,22.0,Wednesday,Foggy,Karol Bagh
R040,DL9709,15:04,15:25,21.5,27.4,Wednesday,Rainy,Dwarka
R011,DL1459,14:30,14:40,10.1,28.4,Monday,Sunny,Lajpat Nagar
R021,DL2311,06:11,06:27,16.5,12.6,Wednesday,Sunny,Lajpat Nagar
R003,DL9192,10:29,10:25,-3.6,29.6,Thursday,Sunny,Connaught Place
R030,DL3767,17:42,17:40,-1.5,16.1,Monday,Cloudy,Karol Bagh
R020,DL4121,13:07,13:12,5.6,6.4,Friday,Cloudy,Rajouri Garden
R015,DL1645,11:22,11:30,8.2,18.9,Wednesday,Sunny,Connaught Place
R033,DL8200,14:32,14:31,-0.1,21.4,Saturday,Sunny,Rajouri Garden
R014,DL6490,12:55,12:59,5.0,20.3,Saturday,Cloudy,Noida Sector 18
R022,DL9673,06:15,06:34,19.9,22.9,Monday,Sunny,Lajpat Nagar
R004,DL2955,13:15,13:15,0.2,10.7,Sunday,Foggy,Connaught Place
R034,DL2637,08:28,08:28,1.0,10.5,Sunday,Sunny,Karol Bagh
R039,DL9425,14:30,14:25,-5.0,26.2,Friday,Sunny,Rohini
R038,DL1685,17:29,17:47,18.4,25.7,Wednesday,Sunny,Dwarka
R039,DL9021,14:23,14:18,-5.0,23.0,Thursday,Rainy,Karol Bagh
R021,DL3247,12:44,12:50,6.8,11.0,Tuesday,Cloudy,Rohini
R027,DL4327,17:08,17:13,5.4,13.4,Wednesday,Sunny,Rohini
R001,DL9717,07:22,07:19,-2.3,22.6,Wednesday,Sunny,Rajouri Garden
R008,DL9963,10:36,10:32,-3.5,17.8,Monday,Sunny,Saket
R005,DL4329,07:49,07:48,-0.2,13.0,Friday,Sunny,Rajouri Garden
R031,DL5590,11:31,11:28,-2.3,5.9,Saturday,Rainy,Saket
R032,DL2102,07:16,07:11,-4.1,22.6,Monday,Rainy,Rajouri Garden
R036,DL4415,11:47,11:51,4.8,9.3,Saturday,Sunny,Dwarka
R021,DL6431,11:07,11:04,-3.0,7.6,Monday,Cloudy,Karol Bagh
R040,DL5251,11:49,11:56,7.2,23.9,Saturday,Cloudy,Saket
